Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Highlighted Context,Pass Code
Business,gcse-business---guidance-for-teaching-unit-1.md,40,MD_BASEFORM,grammar,exploring,Modal verbs like ‘can’ or ‘will’ require the following verb to be in its base form.,"explore, be exploring","...t and industry figures. Learners should **exploring** the ONS website, reviewing relevant, up...",LT
Business,gcse-business---guidance-for-teaching-unit-1.md,41,EN_SPLIT_WORDS_HYPHEN,misspelling,break- even,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"break-even, break - even, breakeven","...evenue, costs and profit The purpose of **break- even** Break-even and contribution   | Example...",LT
Business,gcse-business---guidance-for-teaching-unit-1.md,50,CLOSE_SCRUTINY,style,close proximity,This phrase is a bit redundant. Consider using just “proximity”.,proximity,...markets where buyers and sellers are in **close proximity** to each other. Certain businesses such ...,LT
Business,gcse-business---guidance-for-teaching-unit-1.md,52,GENERAL_XX,style,general public,Consider using only “public” to avoid wordiness.,public,...e available to others by selling to the **general public** often at the Stock Exchange. They are g...,LT
Business,gcse-business---guidance-for-teaching-unit-1.md,52,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",... liability. Other people can be employed** but** there is only one owner.               ...,LT
Business,gcse-business---guidance-for-teaching-unit-1.md,53,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,...wners of a business are responsible for **all of the** debts of a business.                   ...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,1,UNLIKELY_OPENING_PUNCTUATION,uncategorized,:,Loose punctuation mark.,,...fications Wales  Guidance for Teaching  **:** Unit 2  Teaching from 2025 For award fr...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,7,EN_COMPOUNDS_HAND_WRITTEN,misspelling,hand written,This word is normally spelled as one.,handwritten,"...ust be submitted digitally (they may be **hand written** and scanned, or completed digitally).  ...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,7,POSSESSIVE_APOSTROPHE,typographical,businesses,An apostrophe may be missing.,"businesses', business's",....3.1b  | Environmental issues caused by **businesses** activity    | | 2.3.2b  | How businesse...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,9,MISSING_TO_BEFORE_A_VERB,grammar,need explain,The verb “explain” needs to be in the to-infinitive form.,need to explain,...erse in terms of society. Teachers will **need explain** that the Equality Pledge helps Welsh bu...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,9,EN_COMPOUNDS_PRO_ACTIVE,misspelling,pro-active,This word is normally spelled as one.,proactive,"...lity Pledge helps Welsh businesses take **pro-active** steps towards creating an inclusive, fa...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,9,QUESTION_MARK,uncategorized,.,"If this is a question, use a question mark.",?,...ocal community is representative of this**.** Why/why not? Businesses and society are...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,10,MORFOLOGIK_RULE_EN_GB,misspelling,cardiff,Possible spelling mistake found.,"Cardiff, car diff, cardiac (+7 more)",...lazers making their mark in Wales - alt.**cardiff** (cardiffjournalism.co.uk) Teachers and ...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,12,WHEN_WHERE,style,years where,"It might be better to use ‘years’ with the time-relative pronoun ‘when’. (Alternatively, use ‘in/on which’.)",years when,...There have been several cases in recent **years where** international brands have been accused ...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,aging,Possible spelling mistake. ‘aging’ is American English.,ageing,"...d marketing strategies. For example, an **aging** population may lead companies to develo...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,14,MCDONALDS,uncategorized,McDonalds,Did you mean the fast food chain “McDonald's” (always spelled with a possessive apostrophe)?,McDonald's,...s throughout the UK. Another example is **McDonalds** letting customers redeem their points a...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,16,MORFOLOGIK_RULE_EN_GB,misspelling,bitesize,Possible spelling mistake found.,"Bitesize, bite size, lifesize (+1 more)",...ry market research at this stage .) BBC **bitesize** could be used for learners to conduct s...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,16,EN_COMPOUNDS_OPEN_ENDED,misspelling,open- ended,This word is normally spelled with a hyphen.,open-ended,.... Discuss different types of questions (**open- ended** vs. closed-ended) and sampling methods....,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,19,EN_WORD_COHERENCY,uncategorized,judgments,Do not mix variants of the same word (‘judgment’ and ‘judgement’) within a single text.,judgements,"... to analyse, draw conclusions, and make **judgments** based on their findings. This could inv...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,20,YOUTUBE,uncategorized,youtube,The official name of this popular video platform is spelled with a capital “T”.,YouTube,...ics | The Impact of Ethics on Business (**youtube**.com). As learners watch the video they ...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,23,YOUTUBE,uncategorized,youtube,The official name of this popular video platform is spelled with a capital “T”.,YouTube,"... video, Business Ethics Nestle VS Lush (**youtube**.com) https://youtu.be/otH6Fz7GJDg, they...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,23,WHETHER,style,as to whether,"Consider shortening this phrase to just “whether”, or rephrase the sentence to avoid “as to”.",whether,"...Fz7GJDg, they can record their thoughts **as to whether** it is possible for a business to be bot...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,25,POSSESSIVE_APOSTROPHE,typographical,businesses,An apostrophe may be missing.,"businesses', business's",...| 2.3.1b Environmental issues caused by **businesses** activity | Learners should understand h...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,25,PLURAL_THAT_AGREEMENT,grammar,covers,Possible subject-verb agreement error detected.,cover,... understand the various categories that **covers** the natural environment - this could be...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,25,ADOPT_TO,misspelling,adopt to,Did you mean “adapt to”?,adapt to,...port on strategies those businesses can **adopt to** minimise their impact on the natural en...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,26,MCDONALDS,uncategorized,McDonalds,Did you mean the fast food chain “McDonald's” (always spelled with a possessive apostrophe)?,McDonald's,... to behaving in a sustainable manner: • **McDonalds** Coffee Sustainability/McDonalds Change ...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,26,MCDONALDS,uncategorized,McDonalds,Did you mean the fast food chain “McDonald's” (always spelled with a possessive apostrophe)?,McDonald's,"...nner: • McDonalds Coffee Sustainability/**McDonalds** Change a little, change a lot/McDonald'...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,27,EN_COMPOUNDS_ECO_CONSCIOUS,misspelling,eco- conscious,This word is normally spelled with a hyphen.,eco-conscious,"...image on sustainability, which attracts **eco- conscious** consumers. Their website highlights the...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,27,ENGLISH_WORD_REPEAT_RULE,duplication,in in,Possible typo: you repeated a word.,in,...hlights the work that they are involved **in in** your surrounding area. A class stimulus...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,28,EN_COMPOUNDS_E_COMMERCE,misspelling,e- commerce,This word is normally spelled with a hyphen.,e-commerce,"... robotics automation, etc.; marketing - **e- commerce**, m-commerce, social media, EPOS, etc. L...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,30,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,"...eting, learners could create a mind map **all of the** ways that they know of that a business ...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,31,COMMA_COMPOUND_SENTENCE_2,uncategorized,so,Use a comma before ‘so’ if it connects two independent clauses (unless they are closely connected and short).,", so",...f the topics do address 3.6.1 Production** so** learners could either be told to avoid ...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,32,EN_GB_SIMPLE_REPLACE_GASOLINE,locale-violation,gasoline,‘gasoline’ is a common American expression. Consider using expressions more common to British English.,petrol,...rbon emissions  compared to traditional **gasoline** cars. An activity could be to create a ...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,34,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...an be carried out live and face to face **outside of** the educational setting. Learners could...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,35,MORFOLOGIK_RULE_EN_GB,misspelling,bame-employment-gap,Possible spelling mistake found.,BAME-employment-gap,...iringtoinclude.com/jobseekers/bame/the- **bame-employment-gap**/ Learners could research the types of j...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,38,MORFOLOGIK_RULE_EN_GB,misspelling,aging,Possible spelling mistake. ‘aging’ is American English.,ageing,"...changing population structures, like an **aging** population or growing youth market, and...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,38,MORFOLOGIK_RULE_EN_GB,misspelling,aging,Possible spelling mistake. ‘aging’ is American English.,ageing,... healthcare industry's expansion due to **aging** populations. To make learners aware of ...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,39,A_INFINITIVE,grammar,the explore,The verb ‘explore’ does not usually follow articles like ‘the’. Check that ‘explore’ is spelled correctly; using ‘explore’ as a noun may be non-standard.,"to explore, the explored, they explore",...ridging the Gap. Learners could explore **the explore** the Co-op fairtrade webpage. |    {40}-...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,40,POSSESSIVE_APOSTROPHE,typographical,businesses,An apostrophe may be missing.,"businesses', business's",...fication Environmental issues caused by **businesses** activity                               ...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,42,NOUN_VERB_CONFUSION,grammar,feedback,The word “feedback” is a noun. The verb is spelled with a space.,feed back,...ronmental benefits. Learners could then **feedback** to the class explaining how their ideas...,LT
Business,gcse-business---guidance-for-teaching-unit-2.md,43,EN_COMPOUNDS_ECO_FRIENDLY,misspelling,eco- friendly,This word is normally spelled with a hyphen.,eco-friendly,"... often involve an initial investment in **eco- friendly** materials, technologies, or processes. ...",LT
Business,gcse-business---guidance-for-teaching-unit-2.md,46,DIVERSITY_OF,grammar,diversity action,The word “of” is missing between “diversity” and “action”.,"diversity of action, diverse action",...rs create a mock business and develop a **diversity action** plan. They should outline how they will...,LT
